Die Sportlerin hat darauf verzichtet, an diesem Wettkampf teilzunehmen.;daran;darauf;dabei;2;
Alle Verhandlungspartner sind ... zugegangen. Nur so war eine Einigung möglich.;aneinander;zueinander;aufeinander;3;
Nach dedm Streit hat er sich schnell, wieder ... seinem Bruder vertragen.;mit;bei;zu;1;
Die ganze Sache wird so langsam ... einem Problem.;bei;zu;nach;2;
Sie ist nicht ... meine Frage eingegangen.;an;in;auf;3;
Viele beneiden sie ... ihre außerordertliche Fähigkeiten.;um;für;auf;1;
Sie hat sich schon mehrmals ... mir beklagt.;über;bei;zu;2;
... habt ihr euch geiegnet?;woran;wozu;worauf;3;
Wir sollten sie ... ihren taten und nicht nach ihren Worten beurteilen.;nach;bei;zu;1;
Ich habe ... dir gerufen, aber du hast mich nicht gehört.;zu;nach;bei;2;
Was ist denn jetzt schon wieder los? ... sträubst du dich denn jetzt?;wogegen/gegen was;wozu/zu was;wofür/für was;1;
Die beiden Fahrzeuge sind ... gestoßen.;gegenübereinander;gegeneinander;gegenaufeinander;1;
Ich muss zugeben, dass ich mich ... ihr getäuscht habe. Sie ist ganz anders als ich gedacht habe.;auf;in;an;2;
Die Großeltern können sehr gut ... Kindern umgehen.;zu;bei;mit;3;
Er drängt schon seit geraumer Zeit ... endlich anzufangen.;daran;dabei;darauf;3;
Du darfst nicht immer auf diesem Standpunkt beharren, sondern muss auch mal ... die Verhandlungspartner zugehen;in;auf;an;2;
Sie stand bei dem Unfall ... dem Einfluss von Drogen.;auf;an;unter;3;
Du solltest versuchen, dich nicht zu sehr ... deine Kinder zu ängstigen.;um;über;auf;1;
Er ließ sich nicht ... einer Entschuldigung bewegen.;bei;zu;nach;2;
Der Bürgermeister hat sich jahrelang ... eingesetzt, dass die Umgehungsstraße gebaut wird.;daran;darauf;dafür;3;
Manchmal muss man einfach abwarten und sehen, was sich ... die Situation ergibt.;aus;von;bei;1;
Er hat sich nicht ... unsere abmachung gehalten.;auf;an;zu;2;
Ich ängstige mich ... der Zukunft.;aus;zu;vor;3;
Wir sollten versuchen, uns ... einen Kompromiss zu einigen.;auf;an;zu;1;
Wenn man ein Projekt gut findet, sollte man sich auch ... engagieren.;dazu;dafür;daran;2;
... wird das alles führen.;worauf;worin;wozu;3;
Sie ist besonders ... geübt, mit schwierigen Personen umzugehen.;darin;daran;darauf;1;
... könnte Sie gar nicht urteilen.;daran;darüber;darauf;2;
... Hintergründe, die zu der tat führten, herrscht weiterhin Rätselraten.;für;nach;über;3;
Sie hat sich ...gemach, die Fensterrahmen zu streichen.;daran;darauf;dazu;1;
Die unzufriedenen Zuschauer rufen ... einem neuen Trainer.;zu;nach;bei;2;
Hüten Sie sich ... Angeboten, die Ihnen schnellen Reichtum verschprechen.;aus;gegen;vor;3;
Vertrau ... deine Fähigkeiten! Dann wirst du es schaffen.;auf;an;über;1;
Leider habe ich mich ... dieser unglücklichen Äußerung verleiten lassen.;bei;zu;nach;2;
Icg habe ... Gewicht zugenommen.;auf;für;an;3;
Am Ende fügte er sich ... sein Schicksal ;in;auf;an;1;
Der Klimawandel schreite voran und wir müssen uns ... höhere temperaturen und mehr etreme Wetterereignisse einstellen.;an;auf;für;2;
... den Akten lässt sich leider keine Information entnehmen, die uns weiterhelfen könnte.;von;zu;aus;3;
Sie schafft es einfach nicht, ... ihm loszukommen.;von;zu;nach;1;
Er provoziert gern. Am besten lässt du dich gar nicht ... ein.;an ihn;auf ihn;für ihn;2;
Alee Augen richten sich ... den Schiedsrichter.;an;zu;auf;3;
Die angebotenen Wanderungen unterscheiden sich ... Länge.;nach/in;bei/in;nach/zu;1;
Die Leute haben sich förmlich ... die Eintritskarten geschlagen.;nach;um;zu;2;
Sie schwört ... dieses Heilmittel. Ihrer Meinung nach gibt es nichts Besseres.;an;für;auf;3;
Sie wirkt ... mich, als sei sie verwirrt.;auf;an;für;1;
Die Eltern müssen ... den von ihren Kindern verursachten Schaden geradestehen.;auf;für;an;2;
Ich frage mich wirklich, ... diese Verhalten taugen soll.;vobei;vozu;vonach;2;
Seine frau wiegerte sich, ... die Scheidung einzuwilligen.;in;auf;an;1;
Er beharrt ... seinem Standpunkt.;an;auf;zu;2;
manchmal weiß ich nicht, ... ich meine Aufmerksamkeit richten soll, denn es passieren gerade so viele Sachen gleichzeitig.;woran;worin;worauf;3;
Diese regeln bestehen nun mal und alle müssen sich ... richten.;danach;darauf;daran;1;
Der Spieler hat ... Schluss kurz gezögert.;am;beim;auf dem;2;
Der Roman beruht ... einer wahren Begebenheit.;an;über;auf;3;
Sie brachen ... lautes gelächter aus.;in;für;auf;1;
... spilen Sie mit dieser Äuserung an?;woran;worauf;wobei;2;
Wenn man etwas angerichtet hat, muss man auch ... geradestehen.;darauf;daran;dafür;3;
Er hat lange ... einer Antwort gezögert.;mit;bei;nach;1;
Die Verbraucher müssen ... einwilligen, dass ihre personnenbezogenen Daten gespeichert und Verwendet werden.;darauf;darin;daran;2;
Was ist denn jetzt schon wieder los? ... sträubst du dich denn jetzt?;wogegen;wohingegen;wovor;1;
Er drängt schon seit geraumer Zeit ... endlich anzufangen.;daran;dabei;darauf;3;
Die Zeitung beruft sich in dem Artikel ... eine sichere Quelle.;an;auf;nach;2;
Wir appellierten ... alle anständigen Menschen, Widerstand zu leisten.;auf;für;an;3;
Mal abgesehen ..., dass es die meiste Yeit geregnet hat, war der Urlaub sehr schön.;davon;darauf;daran;1;
Sie baharrte ..., persönlich mit der Bürgermeister zu sprechen.;daran;darauf;darüber;2;
Wir sollten die Angelegenheit ... sich beruhen lassen.;an;in;auf;3;
Ich frage mich wirklich, ... diese Verhalten taugen soll.;woran;wozu;worauf;2;
Man hat uns ... angehalten, auf diese Fragen nicht zu antworten.;daran;dazu;darauf;2;
Ich habe keine Lust mehr, mich immer ... seinen Wunschen zu richten.;zu;bei;nach;3;
Wir haben ... vertraut, dass der Brief pünktlich ankommt.;darauf;darin;daran;1;
Es wurde noch nicht erprobt, wie das Medikament ... den menschlichen Körper wirkt.;an;auf;für;2;
Verlass dich auf uns. Du kannst ... uns zählen.;an;zu;auf;3;
Dieses Gerät taugt ... nichts.;zu;für;vor;1;
Die Biologin referiert ... das Bienensterben.;auf;über;an;2;
Der alte Mann hat sich lange ... gesträubt, zu sienen Kindern zu ziehen.;dabei;dazu;dagegen;3;
Sie hat sich stets ... Bedürftige verwendet.;für;bei;an;1;
Mir graut .. dem gedanken, dass wir uns vielleicht nie mehr sehen werden.;;vor;;2;
Wir müssen uns ... unsere Stärken besinnen.;;;auf;3;
Alle haben ... eine schnelle Entscheidung gedrängt.;auf;;;1;


