Ich werde mich ... meine Kollegin beklagen, denn sie ist einfach unmöglich, und mein Chef weiß das noch nicht!;über;auf;zu;1;
Ich habe mich sehr ... ihre Reaktion auf meinen Heiratsantrag gewundert.;für;über;auf;2;
Ich werde mich ... Ihrem Chef beschweren, wie Sie mich als Kundinbehandeln.;auf;an;bei;3;
Ich werde mich morgen ... meinen Nachbarn entschuldigen.;bei;für;über;1;
Ich will mich diesmal so gut wie nie zuvor ... die nächste Prüfung in Deutsch vorbereiten.;für;auf;an;2;
Darf ich dich ... einen Gefallen bitten?;über;für;um;3;
Ich freue mich schon jetzt ... die Ferien in Deutschland.;auf;über;an;1;
Du wolltest mir doch beim Umzug helfen! Ich hatte eigentlich ... deiner Hilfe gerechnet!;auf;mit;bei;2;
Anfang des letzten Jahrhunderts kämpften die Frauen ... das Recht, wählen zu dürfen.;über;auf;für;3;
Er ist durch seine Wut ... eine dumme Situation geraten.;in;auf;an;1;
Er ist ... inneren Blutungen gestorben.;unter;an;für;2;
Ich werde mich ... ihr Verhalten beschweren!;für;auf;über;3;
Ich bin zu spät gekommen, weil ich ... eine halbe Stunde auf den Bus gewartet habe.;über;für;auf;1;
Ich habe mich gestern wieder ... unsere(n) Dozenten geärgert.;auf;über;an;2;
Kannst du mir sagen, ... wem man sich erkundigen muss, wenn man ein Stipendium beantragen möchte?;zu;nach;bei;3;
Meine Frau hat mich ... dem Lärm ihres Staubsaugers geärgert, als ich arbeiten wollte.;mit;nach;zu;1;
Ich habe mich leider ... dem Datum geirrt!;für;in;über;2;
Meine Tochter macht eine Weltreise. Seit einer Woche haben wir nichts mehr von ihr gehört. Jetzt sorgen wir uns sehr ... unser Kind.;über;für;um;3;
Ich habe mich ... verlassen, dass du mir hilfst.;darauf;darüber;daran;1;
Ob wir ... Deutschland fahren, hängt von meinen Eltern ab.;zu;nach;in;2;
Sie schienen ... einen übermächtigen Gegner zu kämpfen.;über;für;gegen;3;
Er interessiert sich sehr ... altes Geld.;für;über;auf;1;
Dr Autor erzählte, dass er gerade ... einem Buch über das Verhalten der Studenten in Prüfungssituation schreibt.;in;an;auf;2;
Liebling, denkst du bitte ... den Geburtstag meiner Mutter, zu dem wir heute Abend gehen werden!;auf;über;an;3;
Wenn man nach Afrika reist, muss man sich ... andere Klimazonen gewöhnen.;an;auf;über;1;
Liebling, zweifelst du etwa ... meinen Worten?;auf;an;über;2;
